.	NZ_CP013055	NZ_CP016784	NZ_CP023320	NZ_CP010577	NZ_CP012722	NZ_CP024647	NZ_CP025001	NZ_CP018184	NZ_CP020375	NZ_CP020367	NZ_CP011937	NZ_CP017676	NZ_CP021889	NC_022081	NZ_CP012330	NZ_CP019626	NZ_CP011101	NC_020507	NZ_CP020814	NZ_CP022531	NZ_CP017070	NC_016779	NZ_CP011974	NZ_CP009325	NZ_CP009968	NZ_CP009920	NZ_CP013950	NZ_CP015222	NZ_CP007626	NC_020410	NC_012472	NZ_AP012496	NZ_CP014781	NZ_CP019230	NZ_CP007512	NZ_CP004858	NZ_CP010556	NZ_CP013274	NZ_CP018100	NZ_CP026610	NZ_CP010314	NZ_CP007409	NZ_CP021669	NZ_CP020002	NC_017191	NZ_CP008855	NZ_CP009605	NZ_CP009902	NC_022873	NZ_CP023179	NZ_CP015443	NZ_CP020722	NZ_CP011153	NZ_CP014794	NZ_CP015779	NZ_CP022874	NZ_CP012475	NZ_CP021338	NC_014171	NZ_CP007173	NZ_CP023431	NZ_CP015226	NZ_CP018874	NC_018520	NZ_CP015975	NC_022524	NZ_CP017763	NZ_CP016894	NZ_CP020352	NC_016047	NZ_CP012482	NZ_CP008846	NZ_CP009679	NZ_CP011007	NC_011725	NC_016784	NZ_CP016020	NZ_CP014840	NZ_CP007666	NZ_CP025122	NZ_CP009300	NZ_CP018935	NZ_CP012727	NC_014335	NC_017195	NC_011773	NZ_CP026678	NZ_CP018249	NZ_CP010524	NC_018877	NZ_CP013654	NC_000964	NZ_CP023666	NZ_CP022345	NZ_CP012720	NZ_CP011347	NZ_CP022654	NZ_CP014486	NZ_CP017888	NZ_CP014793	NZ_CP009700	NZ_CP022983	NZ_CP020102	NZ_CP021892	NZ_CP022477	NC_022530	NZ_CP006058	NC_017743	NZ_CP019985	NC_017190	NZ_CP009315	NZ_CP022556	NZ_CP018133	NZ_CP011346	NC_014551	NZ_CP007739	NZ_CP015350	NC_020238	NZ_CP021499	NZ_CP018197	NZ_CP018866	NC_022781	NZ_CP018574	NZ_CP018173	NC_014103	NZ_CP020023	NZ_CP021921	NZ_CP014795	NZ_CP023665	NZ_CP021677	NZ_CP018200	NZ_AP014928	NZ_CP015611	NZ_CP026673	NC_014479	NZ_CP021505	NC_017188	NZ_CP007618	NZ_CP009590	NZ_CP015176	NC_020832	NZ_CP015150	NZ_CP008698	NC_019896	NC_008600	NZ_CP018903	NZ_CP017060	NZ_CP012691	NZ_CP017775	NZ_CP024897	NZ_CP025941	NZ_CP012729	NC_013791	NZ_CP009641	NZ_CP007800	NZ_CP025258	NZ_CP015375	NZ_CP022319	NZ_CP001970	NC_016023	NZ_CP014166	NC_010184	NC_003909	NC_018500	NZ_CP021011	NC_006274	NZ_CP020880	NZ_CP010075	NC_018693	NZ_CP017953	NZ_CP014179	NZ_CP009341	NZ_CP012728	NC_021362	NZ_CP019040	NZ_CP022287	NZ_CP012519	NC_017208	NZ_CP007165	NZ_CP006960	NZ_CP024203	NZ_CP011008	NZ_CP011155	NC_020376	NZ_CP011534	NZ_CP014783	NZ_CP022890	NC_023073	NZ_CP018295	NC_018491	NZ_CP011939	NZ_CP010406	NZ_CP016767	NZ_CP009981	NZ_CP017747	NZ_CP010525	NZ_CP009331	NZ_CP010014	NC_015634	NZ_CP012726	NZ_CP020893	NZ_CP021500	NZ_CP022341	NC_018508	NZ_CP025341	NC_017138	NZ_CP010088	NZ_CP005997	NZ_CP017314	NC_017061	NC_006582	NZ_CP010997	NZ_CP007242	NC_017200	NZ_CP014842	NZ_CP009686	NZ_CP004870	NZ_CP009628	NZ_CP009544	NZ_CP006890	NZ_CP009749	NZ_CP017786	NZ_CP006742	NZ_CP010586	NZ_CP018933	NZ_CP009328	NZ_CP018007	NZ_CP011151	NZ_CP017234	NZ_CP021903	NZ_CP021169	NZ_CP015727	NZ_CP025939	NZ_CP009611	NZ_CP014282	NZ_CP017016	NC_011658	NC_021171	NZ_CP014990	NZ_CP021495	NZ_CP020437	NZ_CP021920	NC_014976	NC_017196	NZ_CP007436	NZ_CP021061	NZ_CP010052	NZ_CP015607	NZ_CP016913	NZ_CP016360	NZ_CP016371	NZ_CP009941	NZ_CP024797	NZ_CP009351	NC_004722	NC_022075	NC_020244	NC_019842	NZ_CP009746	NZ_CP009369	NZ_CP022044	NZ_CP009697	NZ_CP014471	NZ_CP010322	NC_014829	NZ_CP011349	NC_007530	NZ_CP017072	NZ_CP023481	NZ_CP026649	NZ_CP022891	NZ_CP022445	NZ_CP009796	NZ_CP017112	NC_016771	NZ_AP014833	NZ_CP015911	NC_009725	NZ_CP025308	NZ_CP016315	NZ_CP018931	NC_022898	NZ_CP009476	NC_014019	NZ_CP011252	NC_012659	NC_003997	NZ_CP010106	NZ_CP009108	NZ_CP001974	NZ_CP012099	NZ_CP011882	NZ_CP020743	NZ_CP011115	NZ_CP009709	NZ_CP023729	NZ_CP012725	NC_009848	NZ_CP026533	NZ_CP011278	NZ_AP013294	NZ_CP017247	NZ_AP014864	NZ_CP010792	NZ_CP012329	NC_022653	NZ_CP016395	NZ_CP020723	NZ_CP015250	NZ_CP024035	NZ_CP021507	NZ_CP009596	NC_002570	NZ_CP012723	NZ_CP009598	NZ_CP014700	NZ_CP010089	NZ_CP009692	NZ_CP011686	NZ_CP010852	NC_006322	NZ_CP009600	NZ_CP019588	NZ_CP007244	NC_005945	NZ_CP017080	NC_011969	NZ_CP009541	NZ_CP015004	NZ_CP015589	NZ_CP012730	NZ_CP003923	NZ_CP020383	NZ_CP020805	NZ_CP013984	NZ_CP016588	NZ_CP007607	NZ_CP009720	NZ_CP009938	NC_020272	NZ_CP013727	NZ_CP012724	NZ_CP021498	NZ_CP010005	NC_014639	NC_017729	NC_006270	NZ_CP009318	NZ_CP012502	NZ_CP012483	NZ_CP009335	NZ_CP023859	NZ_CP016790	NC_009674	NZ_CP017704	NC_012581	NZ_CP016852	NZ_CP012721	NZ_CP023748	NZ_CP017577	NZ_CP010053	NC_011772	NZ_CP021911	NZ_CP022653	NZ_CP024204	NZ_CP023001	NC_017912	NZ_CP018152	NZ_CP010778	NC_005957	NZ_CP015610	NZ_CP023257	NZ_CP009464	NZ_CP023168	NZ_CP021976	NZ_CP009748	NZ_CP011150	NZ_CP012024	NZ_CP015506
NZ_CP006058	0.246515						0.046058			0.138404		0.138035			0.192701		0.139907		0.239752																0.246247						0.139415				0.051866	0.229562		0.247331	0.243441													0.231024				0.235283				0.142589		0.246785			0.246247							0.246785							0.180966	0.243686	0.137362	0.139328			0.246785		0.0204931	0.243686							0.185281		0						0.0149657													0.138986	0.139878					0.1926										0.246515		0.138358	0.245719		0.245982					0.246785									0.139024		0.245198	0.243934								0.246785	0.246785			0.137588					0.0125647	0.238261								0.245719														0.244183			0.245719					0.192701			0.185201			0.245198						0.231866			0.0162721						0.0162541	0.011634					0.020138	0.0162339			0.139713												0.244434						0.246785						0.246785	0.138182				0.245982							0.0163809				0.246785		0.0508139				0.192349		0.245458									0.0201865	0.241086	0.185321									0.139472								0.0117957				0.246785									0.242242					0.246515				0.0206017	0.246785			0.148702					0.246515			0.229403	0.232906				0.246785		0.244941					0.192549	0.246785	0.0164103		0.148689	0.245719				0.181213					
NC_017743	0.246515	0.190739				0.140547	0.141742		0.139675	0.0392726		0.0392691	0.0398685		0.190739		0.0394406		0.238892											0.140627					0.246785				0.189847		0.0401734				0.143058	0.226388	0.243441	0.246515	0.245719						0.245719				0.246247			0.228315			0.0396927	0.234718	0.0409527		0.1801	0.0603241	0.190739	0.245719			0.246515	0.141098	0.222976					0.245198	0.245719	0.245719	0.0395236		0.245982	0.183258	0.181177	0.245982	0.0392887	0.0400803			0.245719		0.142494	0.246247				0.232731			0.183675		0.140676	0			0.245982		0.141038									0.243934				0.0409588	0.039562					0.190266				0.142812			0.245982		0.0394167	0.246515		0.0390154	0.244687	0.245719	0.245982		0.141856	0.140005	0.0124965	0.245719		0.245198				0.190691	0.245719		0.0399036		0.244941	0.245198	0.140627							0.245719	0.245719			0.0394402		0.247057	0.141887		0.141577	0.237237								0.244687	0.237037		0.0617592		0.141271		0.245458	0.0392843	0.239319		0.139665	0.134964		0.244941	0.140947		0.245719				0.241086	0.19146	0.14167	0.244687	0.183447			0.245719	0.245719				0.245719	0.230042			0.139626				0.0388243	0.246515	0.142043	0.141825				0.234164	0.141928	0.139675			0.039647	0.0409167		0.247888	0.0400761								0.245982		0.0396213				0.245719				0.252395		0.245719	0.0391876		0.234718		0.246515							0.14121				0.245719		0.142962				0.190079		0.245982	0.0396972							0.141804	0.140837	0.240635	0.184449					0.141088		0.245982		0.0410912	0.243441					0.246515		0.141516			0.244687	0.245719			0.236245		0.245719				0.239752		0.141393			0.246515				0.14125	0.245719	0.0398802	0.246515	0.135107	0.245719	0.182329		0.247608	0.246247			0.226388	0.23605	0.237643	0.245719	0.0400806	0.245719		0.246515					0.190173	0.245719	0.141169		0.135065	0.245719			0.245719	0.181071					0.233981
NZ_CP019985	0.263899	0.23997				0.237848	0.23868		0.23868	0.24019		0.240412	0.23997		0.241314		0.24086		0.23847		0.240412				0.264363					0.234905				0.264363	0.263899				0.24019		0.24086				0.241775	0.249913	0.264363	0.264834	0.266789						0.264363				0.262545			0.252074			0.239752	0.259998	0.239319		0.236245	0.240635	0.241314	0.264363			0.263899	0.242716	0.252395					0.264363	0.264363	0.263899	0.233439		0.265312	0.239534	0.236638	0.265312	0.236837	0.241086		0.263899	0.264363		0.242956	0.262545	0.249913		0.264363	0.253377			0.236837		0.237037	0.241775	0		0.264363		0.24019									0.263899				0.239319	0.241086	0.23868				0.24086				0.241775			0.264363	0.263899	0.238261	0.263899		0.233261	0.264363	0.264363	0.264834		0.238054	0.231696	0.239319	0.264363		0.264363			0.241086	0.236638	0.264363		0.240412	0.264363	0.26299	0.267297	0.23744							0.264363	0.264363			0.236837		0.265312	0.23868		0.238054	0.258796								0.263899	0.249029		0.241314		0.237237		0.263899	0.241775	0.251442	0.264363	0.23868	0.24019		0.263899	0.238261		0.263899	0.241086	0.240412		0.0372386	0.241544	0.236441	0.26299	0.239319		0.263899	0.264363	0.264363				0.264363	0.253047			0.23868				0.239319	0.263899	0.240412	0.228777	0.262545	0.264363		0.257637	0.241314	0.23868			0.242716	0.239319		0.265312	0.241086	0.240412							0.264363		0.237037				0.264363				0.249029		0.264363	0.240412	0.243441	0.24874		0.263441		0.241314					0.240412				0.264363		0.235664		0.264363		0.24019	0.264363	0.264834	0.239752							0.237643	0.237037	0.258796	0.236837			0.241314		0.238054		0.265312		0.240412	0.264363				0.237848	0.264363		0.236441	0.264363		0.263899	0.264363		0.264363	0.258405		0.264363				0.208101		0.238054			0.264363				0.23605	0.264363	0.23997	0.263899	0.24086	0.264363	0.235857		0.245458	0.265312			0.247608	0.257637	0.258018	0.264363	0.241086	0.264363	0.237237	0.262545					0.241314	0.264363	0.24019		0.24086	0.263899			0.264363	0.239319					0.253712
NC_017190	0.247608	0.194414	0.0496314	0.247057	0.247331	0.0517988	0.0523438	0.144264	0.0522706	0.142325		0.143732	0.143524	0.0514063	0.193057	0.0521871	0.14392	0.14169	0.223896	0.0517084	0.143997	0.248169	0.231527	0.247331	0.245198	0.231696	0.0520355	0.139309	0.245458	0.051724		0.137543	0.184961	0.247608	0.247331	0.247608		0.24874	0.193262	0.0517426	0.141659	0.143897	0.14121	0.247057	0.00323023	0.229403	0.247888	0.247057	0.247331	0.24086	0.0519422	0.14423	0.247331	0.171071	0.247331	0.184922	0.240635	0.0522251	0.247057	0.142823	0.0517193	0.230693	0.231191	0.141546	0.142844	0.235473	0.14423	0.141088	0.184684	0.143557	0.193057	0.247331	0.0517972	0.195061	0.247331	0.0520591	0.225256		0.247331	0.246785	0.245982	0.247888	0.247331	0.245458	0.142483	0.248169	0.247331	0.184922	0.185361	0.247331	0.142833	0.141721	0.184922	0.247331	0.247331	0.0526435	0.0501523	0.246785	0.235664	0.169559	0.247331	0.232556	0.141701	0.138835	0.185523	0.0514104	0.0521059	0.143188	0.242008	0	0.247331	0.0518477	0.05174	0.0516799	0.00383413	0.229721	0.247608	0.247608	0.143492	0.193991		0.245198	0.193108	0.14278	0.231527	0.144264	0.142642	0.185041	0.18437	0.17084	0.0522759	0.192802	0.193313		0.144164	0.00418469	0.00318544	0.246785	0.24874	0.246247	0.143145	0.247608	0.141659	0.143688	0.248169	0.247331	0.247331	0.246785	0.0475661	0.0519454	0.143091	0.247331	0.23997	0.247888	0.141608	0.0521128	0.14168	0.192802	0.247331	0.234718	0.14359	0.246515	0.24019	0.247331	0.0528484	0.245198	0.232906	0.193006	0.246515	0.0524108	0.247331	0.247331	0.247331	0.184645	0.0512668	0.142962	0.247331	0.247888	0.0527279	0.0516044	0.0526607	0.239534	0.247331	0.247888	0.143361	0.051982				0.239534	0.234905		0.141424		0.052222	0.235664	0.247057	0.14413	0.237237	0.247331	0.0522701	0.148104	0.051779	0.246247	0.0521686	0.231024	0.247888	0.143732	0.141959	0.0512617	0.242008	0.19352	0.0516127	0.245458	0.184803		0.247608	0.247888	0.247331		0.0525721	0.192802	0.247331	0.232382	0.247888		0.0522489	0.247331	0.246785	0.144141	0.141773	0.247608	0.0522998	0.0513853	0.246785	0.247608	0.246515	0.235473	0.0519365	0.0522765	0.246515	0.185889	0.143721	0.144141	0.193006	0.247608	0.141721	0.194898		0.246785	0.0522717		0.0520271	0.246247	0.247331	0.0506177	0.143177	0.0510955	0.248169	0.24874	0.247331	0.247331	0.14423	0.247888	0.251442		0.247331	0.14392	0.185041	0.235093	0.139309	0.247057	0.143579	0.142136	0.246247	0.247331	0.0522643	0.0518326	0.0513112	0.247057	0.247888	0.143339	0.247331	0.231696	0.0136655	0.247331	0.247608	0.247331	0.19265	0.247331	0.247057	0.143721	0.246785		0.234533	0.169241	0.247331	0.194682	0.0510146	0.0521128	0.241544	0.185281	0.246785	0.247331	0.193057	0.0518165	0.0524247	0.248169	0.247331	0.231696	0.1393	0.247888	0.239104	0.247331	0.247331	0.0519349	0.247608	0.245458	0.0514007	0.247331	0.185041	0.248169	0.247331	0.0515466	0.247331	0.236638		0.247331	0.141701	0.247888	0.247331	0.241544	0.247331	0.0517894	0.140577	0.247331	0.247608	0.247888		0.0519757	0.0520949	0.247331	0.143492	0.247608	0.148079	0.247331	0.185041	0.246515	0.244941	0.247608	0.248169	0.0519951	0.224163	0.235093	0.23997	0.247331	0.141721	0.247331	0.0518378	0.247057	0.141763	0.245458	0.143721	0.148459	0.192904	0.247331	0.0512729	0.0523534	0.148067	0.247888		0.137797	0.247331	0.185685	0.0517297		0.192802	0.229881	0.235857
NZ_CP009315	0.0644057						0.247057			0.246247		0.245719			0.242242		0.245982		0.250821											0.246515					0.0628388				0.23847		0.246247				0.247331	0.245458		0.000646228	0.0648248										0.0615571			0.235664				0.245198				0.245982	0.242242	0.000346398			0.0626048							0.00867699	0.000116434	0.0141758			0.0636916	0.245982	0.246515	0.063645	0.245719	0.246247			0.000111478		0.246785	0.0617164				0.24086			0.246247		0.247057				0		0.246515													0.245982	0.246247					0.240635										0.0643372		0.246515	0.0161658		0.063849		0.246785	0.247057		0.000116434									0.246247		0.0437273	0.0660063								0.000138336	0.000117412			0.245719			0.246785		0.245198	0.233619								0.0420009			0.245982				0.000129681		0.255437					0.0655195			0.0139591					0.243198	0.246515		0.246247			0.0364881						0.236245			0.244941				0.245458		0.246247	0.246515					0.246247	0.245198			0.245982												0.0621243						0.00011024						0.000112423	0.246515				0.0619687							0.246515				0.000169651		0.246785				0.243198		0.0649062	0.245982								0.245982	0.257637	0.245719					0.246515		0.0640374		0.246247								0.246515			0.016166	0.00013177									0.265312		0.247057			0.0644387				0.246247	0.000116434			0.233439				0.262106	0.0630032			0.225535	0.135056				0.000111511		0.0614975					0.242008	0.000123969	0.246247		0.233439	0.0139565				0.246515					
NZ_CP022556	0.245458	0.193781	0.0131119			0.0195278	0.046033		0.0198128	0.140547		0.141701	0.142314		0.192499		0.142043		0.23868	0.0196564	0.141794				0.245982					0.0191388		0.129868		0.245982	0.245458	0.245458			0.190407	0.021006	0.142621				0.0516183	0.228933	0.246247	0.246515	0.245719						0.245982	0.184803	0.23605		0.244941	0.141804		0.229403		0.142504	0.141464	0.234348	0.143623		0.183944	0.143404	0.192499	0.245982	0.0195205		0.245982	0.0054098	0.22363					0.245719	0.245982	0.245982	0.141711	0.246785	0.245458	0.184803	0.184409	0.245198	0.141763	0.142812		0.245458	0.245982	0.0201945	0.0133831	0.244687	0.233981	0.185563	0.245982	0.232037		0.14242	0.185482	0.0202319	0.02018	0.140497	0.238054		0.246247	0	0.0197136	0.00584618								0.242242			0.229246	0.143655	0.142147	0.184961				0.192299				0.0505224			0.247331	0.244687	0.142116	0.245458		0.141659	0.246515	0.246247	0.244687		0.0202816	0.0197477	0.141048	0.245982		0.246515		0.0197557	0.142769	0.192549	0.245982		0.142147	0.244941	0.245198	0.245982	0.0131614						0.245982	0.245982	0.245982			0.141928		0.246247	0.00549646		0.0204852	0.236837	0.245719							0.245198	0.233439		0.140867		0.0133916		0.245719	0.142074	0.237237	0.245982	0.019807	0.148766		0.244183	0.00592789		0.245719	0.142189	0.142589		0.236441	0.19352	0.0194546	0.245719	0.184763		0.245458	0.245982	0.245982		0.020211		0.245982	0.230042	0.245719		0.0198563	0.245719			0.141546	0.245719	0.020682	0.0195069	0.245198	0.245719		0.234533	0.0116169	0.0198125			0.141794	0.143623	0.192249	0.245458	0.142801	0.191705					0.0200259		0.245982		0.142168				0.245982				0.251442		0.245982	0.141721	0.186053	0.233619	0.143997	0.244941		0.14197			0.0198106	0.0198733	0.020606				0.245982		0.0502296		0.246247		0.192099	0.245982	0.244687	0.142157	0.244941		0.2338	0.184961			0.0209157	0.00485945	0.241086	0.185523			0.192499		0.00531483		0.245458		0.143975	0.246247				0.00474222	0.245458		0.0196118	0.245982		0.246515	0.245982	0.0196627	0.245982	0.235283		0.245982			0.245982	0.242242		0.0198461	0.14026		0.245458			0.00477563	0.00567224	0.245982	0.142283	0.245458	0.149233	0.245982	0.184922		0.244687	0.245719			0.227116	0.232906	0.239104	0.245982	0.142812	0.245982	0.0198565	0.245198	0.142855	0.244434			0.192449	0.245982	0.0206519		0.149206	0.245719			0.245982	0.184684			0.192199	0.229246	0.235283
NZ_CP018133	0.246785						0.0459084					0.138582					0.140103																												0.0514982																	0.231866				0.235093						0.246247										0.246247							0.182146		0.138769	0.139453			0.246247																		0														0.140388					0.193676												0.138656			0.246515																	0.245719								0.246247	0.246247			0.138948					0.0162179	0.23997																						0.244687			0.246785					0.193991			0.186301			0.246515						0.232037									0.001659	0.0154629						0.0156812																											0.246247	0.138591				0.246247													0.050381				0.193108		0.246785									0.0200898											0.141732												0.246247									0.243198													0.148294									0.236638						0.246247						0.246247	0.00815469		0.148281					0.182771					
NZ_CP011346	0.245982	0.194629	0.0137007			0.0203927	0.0463135		0.0208798	0.14168		0.142525	0.142898		0.193108		0.14278		0.24019		0.142241				0.246785					0.0201176		0.13071		0.246515	0.246785	0.245982			0.19146	0.0211233	0.142168				0.0517245	0.229562	0.246785	0.247057	0.246515						0.246515	0.185848	0.237237		0.245982			0.230858		0.142011	0.141928	0.235283	0.140706		0.184724	0.144578	0.193108	0.246515	0.0203864		0.246515	0.0055025	0.225118					0.246785	0.246515	0.246785	0.142791	0.247331	0.245982	0.185726	0.185201	0.245982	0.142568	0.142283		0.246515	0.246515	0.0212392	0.013933	0.245719	0.235664	0.186426	0.246515	0.2338		0.1393	0.186551	0.0206541	0.0209385	0.141332	0.238892		0.246785		0.0205457	0								0.244687			0.230858	0.140746	0.143091	0.185848				0.193365				0.0513618			0.247888	0.245458	0.14294	0.245982		0.142801	0.247331	0.246515	0.245982		0.020631	0.020643	0.140887	0.246515		0.247608		0.0207737	0.142241	0.193572	0.246515		0.142684	0.245719	0.246247	0.246515	0.0140665						0.246515	0.246515	0.246515			0.142716		0.247057	0.00654817		0.0210328	0.238261	0.246785							0.246515	0.234718		0.141866		0.0144112		0.246247	0.142599	0.238261	0.246515	0.0208746	0.149719		0.244941	0.00716213		0.246785	0.142674	0.142876		0.237848	0.193676	0.0205234	0.246515	0.185767		0.245982	0.246515	0.246515		0.0212314		0.246515	0.231527	0.246785		0.0209193	0.246247			0.141536	0.246785	0.0211899	0.02051	0.246247	0.247331		0.235473	0.0125978	0.0208811			0.142483	0.140676	0.19352	0.246247	0.142272	0.192199							0.246515		0.142866				0.246515				0.253047		0.246515	0.142168	0.186259	0.234905	0.141845	0.245982		0.141618			0.0208768	0.0207688	0.0211889				0.246515		0.0512357		0.246785		0.192955	0.246515	0.245719	0.142631	0.245982		0.234718	0.185848			0.0213133	0.00564002	0.241775	0.186301			0.193108		0.00637158		0.245982		0.141835	0.246785				0.00618083	0.245982		0.0205894	0.246515		0.247331	0.246515	0.0206469	0.246515	0.237643		0.246515			0.246515	0.242716		0.0208942	0.140388		0.245982				0.00640403	0.246515	0.142866	0.245982	0.149719	0.246515	0.186136		0.245982	0.246247			0.229721	0.235857	0.239752	0.246515	0.142283	0.246515	0.0208767	0.245982	0.142346	0.245198			0.193468	0.246515	0.0210526		0.149706	0.246785			0.246515	0.185523			0.193313	0.229721	0.23605
NC_014551	0.247331	0.193885	0.0486502			0.0507913	0.0517048		0.0511077	0.143231		0.143942	0.143481	0.0492406	0.193057	0.0510788	0.143897	0.144097	0.223367	0.0505754	0.144376				0.244183	0.231358		0.138835	0.244941	0.0504308		0.137888		0.245719	0.247331	0.247608		0.246247	0.192449	0.0517385	0.144019		0.141301	0.247331	0.00509484	0.228315	0.246785	0.246247	0.247331	0.239534	0.0515296				0.246247	0.185121	0.239319	0.0507293	0.246785	0.143231	0.0506759	0.230042		0.14413	0.143155	0.234533	0.14359		0.184488	0.144063	0.193057	0.246247	0.0507984	0.195061	0.247057	0.0504047	0.225256			0.245458		0.246515	0.246247	0.243934	0.143005	0.246785	0.247057	0.185121	0.185121	0.247331	0.143188	0.144141		0.245719	0.246247	0.0515173	0.0486982	0.246785	0.234905	0.169806	0.246247	0.232556		0.138591	0.185807	0.0512398	0.0509949	0.143623	0.241544		0.246247	0.0502699	0.0506839	0.0512016	0			0.247608	0.143448			0.244941		0.143339	0.231024	0.143623	0.143502	0.185482			0.0511132	0.192853				0.00175717			0.246247	0.246247	0.143513	0.247331		0.144186	0.247057	0.246247	0.247331		0.0465439	0.0508635	0.143318	0.246247		0.247057		0.0510834	0.144097	0.192904	0.246247	0.2338	0.143612	0.245982	0.239319	0.247331	0.0498396		0.231866		0.246247		0.246247	0.246247	0.246247	0.184331		0.143231		0.247888	0.0507323		0.0512031	0.239319	0.247057		0.143699	0.0507653				0.238892	0.234164		0.141516		0.05032	0.234905	0.245982	0.144041	0.236441	0.246247	0.0511067	0.148142	0.0507633	0.246247	0.050673	0.230529	0.247057	0.143886	0.141742		0.241086	0.192955	0.050463	0.244183	0.185161		0.247331	0.246247	0.246247		0.0514905		0.246247	0.231866	0.246515		0.051091	0.247331	0.246785	0.144075	0.143492	0.245982	0.0512174	0.0502497	0.244687	0.246247		0.234718	0.050011	0.0511148		0.185402	0.144052	0.14359	0.192499	0.247331	0.14413	0.194575					0.0509369	0.246247	0.246247	0.0504847	0.143437	0.0500548	0.247888		0.246247	0.246247	0.143601	0.247057	0.249616		0.246247	0.144297	0.183675	0.234348	0.138844	0.247057		0.143634	0.245982		0.0511138	0.0507603	0.0514905				0.246247		0.0145501		0.246515	0.247331	0.192099	0.246247	0.247057	0.143831	0.244941		0.233981	0.169387	0.246247	0.194575	0.05038	0.0505531	0.241314	0.185563		0.246247	0.193057		0.050457	0.246515	0.247331		0.138835	0.246785	0.238054		0.246247	0.0504111	0.247608	0.244941	0.0502846	0.246247	0.185402	0.247057	0.246247	0.0504481	0.246247	0.236245		0.246247		0.246515	0.246247	0.241314		0.050672	0.141078		0.247608			0.0504343	0.0505556	0.246247	0.143448	0.247331	0.148218	0.246247	0.185402	0.245198	0.244434	0.245982		0.050415	0.223763	0.234533	0.23997	0.246247	0.144141	0.246247	0.0507688	0.246785	0.144175	0.245458	0.143864	0.14851	0.192701	0.246247	0.0516142		0.148205	0.247057			0.246247	0.185402			0.192802	0.229246	0.235093
NZ_CP007739	0.243198	0.227411	0.228933	0.243686	0.243441	0.228777	0.228469		0.228623	0.226388		0.225817	0.226532	0.228315	0.226822	0.228623	0.226244	0.226969	0.243686	0.228933	0.226532		0.230693		0.244183	0.230366		0.226388	0.235473	0.228163		0.226677	0.224979	0.243686	0.242716	0.243686		0.242716	0.22786	0.229089	0.226969	0.226822	0.225395	0.244687	0.229562	0.204697	0.244183	0.243686	0.244434	0.243934	0.229721	0.226101	0.243198		0.243441	0.224705	0.24874	0.228933	0.242716	0.226822	0.228777	0.228623		0.227116	0.226244	0.212557	0.226101		0.225395	0.22771	0.226822	0.243198	0.229562	0.228011	0.243686	0.229089	0.226244		0.243441	0.243441	0.244434	0.243198	0.243441	0.243686	0.226969	0.244183	0.242716	0.224705	0.226244	0.243198	0.226532	0.226969	0.225817	0.243198	0.243441	0.228469	0.229089	0.242956	0.229562	0.225118	0.243198	0.219193	0.226969	0.226532	0.225256	0.229246	0.228777	0.225959	0.249913		0.243441	0.228469	0.230204	0.228933	0.228933	0		0.243441	0.226532			0.241775		0.22771	0.229246	0.226101	0.226822	0.224842		0.224705	0.228623	0.226532	0.22786			0.228933			0.243934	0.243441	0.227263	0.243198		0.226822	0.244183	0.243441	0.242242	0.243441	0.228469	0.228933	0.225676	0.243441	0.241775	0.244183		0.229089	0.226969	0.226677	0.243441	0.229403	0.226677	0.24086	0.242956	0.244183	0.228933	0.244434	0.225256		0.242956	0.228933	0.243441	0.243441	0.243441	0.225676		0.226677	0.243441	0.243441	0.229403	0.228777	0.229246	0.226822	0.243934		0.226822	0.228163				0.242716	0.22786		0.22771		0.229246	0.228469	0.243198	0.226532	0.229089	0.243441	0.228623	0.230042	0.228777	0.243198	0.229246	0.230366	0.244183	0.226388	0.226532		0.24874	0.226822	0.228777	0.243934	0.224433		0.243198	0.243198	0.243441		0.229562	0.225959	0.243198	0.230693	0.243198		0.228469	0.243198	0.242956	0.226532	0.226388	0.242716	0.229721	0.228933	0.243934	0.242956	0.244183	0.216225	0.228933	0.228623		0.227411	0.227116	0.226101	0.226388	0.244941	0.226969	0.228469			0.228933		0.229246	0.243198	0.243441	0.228777	0.227263	0.228777	0.243198		0.243441	0.243441	0.226101	0.243686	0.249029		0.243441	0.226532	0.226969	0.228933	0.226388	0.242478	0.227263	0.226532	0.243686		0.229403	0.228315	0.229403		0.243441		0.243198	0.229403	0.22771	0.243441	0.243441	0.243441	0.226532	0.243441	0.242956	0.226101	0.242478		0.226969	0.224979	0.243441	0.228011	0.228777	0.228469	0.23847	0.225256		0.243441	0.226822	0.228315	0.228777	0.242716	0.242716		0.226388	0.244183	0.240635		0.243441	0.228933	0.243441	0.241086	0.228933	0.243198	0.224842	0.244183	0.243441	0.228933	0.243441	0.226388		0.243441	0.227411	0.243198	0.243441	0.249913		0.229721	0.22771	0.242956	0.243441	0.243686		0.228623	0.228933	0.243441	0.226532	0.243198	0.229721	0.243441	0.224842	0.244183	0.249616	0.242478		0.229089	0.223498	0.2338	0.227411	0.243441	0.226969	0.243441	0.229562	0.243441	0.227116	0.242716	0.226101	0.230693	0.226532	0.243441	0.229246		0.229721	0.244183			0.243441	0.226388			0.226532	0.205665	0.211091
